deweyClass,bibNumber,title,DATE(cout),COUNT(bibNumber)
133.90974,2164180,"Lily Dale the true story of the town that talks to the dead",2006-01-18,75
133.52,2136082,"All around the zodiac exploring astrologys twelve signs",2006-01-18,87
133.43,2209790,"Candle therapy a magical guide to life enhancement",2006-01-18,29
133.43,2204297,"Sacred stones of the goddess using earth energies for magical living",2006-01-18,82
133.4303,2328237,"Element encyclopedia of witchcraft the complete A Z of the entire magical world",2006-01-18,86
133.93,408594,Ramtha,2006-01-24,31
133.9,2209497,"complete idiots guide to communicating with spirits",2006-01-24,26
133.43089,2156138,"Rootwork using the folk magick of Black America for love money and success",2006-01-24,39
138,392635,"Tuong phÃ‚Â p tinh hoa",2006-01-24,2
133.3337,1787530,"Feng shui at work arranging your work space for peak performance and maximum profit",2006-01-24,14
133,91332,"psychic realm what can you believe",2006-01-24,6
133.22424,1368400,"How to read the tarot",2006-01-24,15
133.32424,1854107,"book of Thoth a short essay on the Tarot of the Egyptians being the Equinox volume III no V",2006-01-24,107
133.12974,2210790,"Apariciones una historia verdadera",2006-01-24,49
133.9,2069986,"Walking in the garden of souls George Andersons advice from the hereafter for living in the here and now",2006-01-24,64
131.33,8243,"Grief and how to live with it",2006-01-24,5
133.43,1280766,"Practical candleburning rituals",2006-01-24,1
133,1896305,"seat of the soul",2006-01-24,2
133.6,2099077,"Discover yourself through palm reading learning how to read yourself and your future line by line",2006-01-24,47
133,269046,"haunted mind a psychoanalyst looks at the supernatural",2006-01-24,6
133.32424,2305504,"Past life karmic tarot",2006-01-24,45
133.5,1892713,"Sabian symbols a screen of prophecy",2006-01-24,45
133,2210637,"Liber aleph vel CXI the book of wisdom or folly in the form an epistle of 666 the Great Wild Beast to his son 777 being the Equinox volume III number VI",2006-01-24,25
133.33,608912,"Feng shui for the home",2006-01-24,26
133.9013,1373462,"Journey of souls case studies of life between lives",2006-01-24,391
131,2306963,"Messages from the masters tapping into the power of love",2006-01-24,237
133.43,2156095,"Positive magic ancient metaphysical techniques for modern lives",2006-01-24,7
133.5,1997773,"celestial fortune cookie an astrological book of days with quotations for every sign",2006-01-24,6
133.9013,2235065,"beginners guide for the recently deceased a comprehensive travel guide to the only inevitable destination",2006-01-24,58
133.9013,1979351,"Where God lives the science of the paranormal and how are brains are linked to the universe",2006-01-24,66
135.4,2027040,"mystical Qabalah",2006-01-24,7
133.5,2304498,"astrology of midlife and aging",2006-01-24,28
133.3337,2119654,"Feng shui in a weekend transform your life and home in a weekend or less",2006-01-24,239
133.3337,2001201,"Building with the breath of life working with chi energy in our homes and communities",2006-01-24,39
133.43,2203814,"Sacred sounds magic healing through words music",2006-01-24,121
133,16454,"Life and teaching of the masters of the Far East",2006-01-24,50
133.3337,2205309,"Tarot tips",2006-01-24,47
133.8,1630911,"future evolution of humanity",2006-01-24,2
133.58158,1646191,"Astrological insights into personality",2006-01-24,3
133.3,2004556,"When oracles speak understanding the signs symbols all around us",2006-01-24,27
133.91092,117539,"D D Home the man who talked with ghosts",2006-01-24,8
133.8,2199031,"Developing your own psychic powers",2006-01-24,76
133.333,2257740,"Altars of power and grace create the life you desire",2006-01-24,72
131,2171249,"Chakras for starters unlock the hidden door to peace and well being",2006-01-24,23
133.3337,2003911,"Feng shui chic stylish designs for harmonious living",2006-01-24,88
132.1,274774,"Concepts of insanity in the United States 1789 1865",2006-01-24,4
133.5,2217180,"Parkers astrology the essential guide to using astrology in your daily life",2006-01-24,113
133.8,1903213,"introduction to parapsychology",2006-01-24,23
133.9013,2232374,"afterlife experiments breakthrough scientific evidence of life after death",2006-01-24,23
133.4309,2179531,"Wizards an amazing journey through the last great age of magic",2006-01-25,83
136.76,62586,"Kinetic family drawings K F D an introduction to understanding children through kinetic drawings",2006-01-25,4
133.122,1334868,"Ghost in the house",2006-01-25,18
133.333,2168047,"Vastu home",2006-01-25,23
132,23039,"unconscious God psychotherapy and theology",2006-01-25,25
133.5,1936493,"Predicting events with astrology",2006-01-25,2
133.9013,2068516,"Visitations from the afterlife true stories of love and healing",2006-01-25,46
133.59443,2171384,"Buddhist astrology chart interpretation from a Buddhist perspective",2006-01-25,53
133.3337,2172809,"Asian elements",2006-01-25,25
133.32424,2251610,"2 hour tarot tutor the fast revolutionary method for learning to read tarot cards in two hours without memorizing meanings",2006-01-25,60
133.25816,1968101,"Enciclopedia de las hierbas mÃ‚Â gicas",2006-01-25,4
133.5,2093329,"Creative stars using astrology to tap your muse",2006-01-25,17
133.90135,2042934,"Return from heaven beloved relatives reincarnated within your family",2006-01-25,39
133.3337,1977804,"Feng shui for the soul",2006-01-25,46
133.892,2004552,"Life colors what the colors in your aura reveal",2006-01-25,72
133.1,1951629,"Relax its only a ghost my adventures with spirits hauntings and things that go bump in the night",2006-01-25,63
133.4,1865212,"Malleus maleficarum of Heinrich Kramer and James Sprenger",2006-01-25,39
136.76,54584,"Therapeutic communication with children the mutual storytelling technique",2006-01-25,21
133.44,1347992,"Spell crafts creating magical objects",2006-01-25,37
133.43,2321208,"Book of shadows",2006-01-25,28
131,1925954,"Heart to heart a trilogy of body mind and spirit",2006-01-25,9
133.5,2069193,"lotus and the stars the way of astro yoga",2006-01-25,25
133.43,2204290,"Grimoire for the green witch a complete book of shadows",2006-01-25,200
130,705591,"Three worlds of therapy an existential phenomenological study of the therapies of Freud Jung and Rogers",2006-01-25,19
133.333,2001823,"Vaastu the Indian art of placement design and decorate homes to reflect eternal spiritual principles",2006-01-25,43
133.44,2136100,"Silvers spells for protection",2006-01-25,41
133.9,1887434,"Conversations with God",2006-01-25,56
133.3248,1805294,"African oracles in ten minutes",2006-01-26,10
133.50954,1779701,"Ancient Hindu astrology for the modern western astrologer",2006-01-26,27
133.1,2048062,"Healing with the fairies how natures angels can help you in every area of your life",2006-01-26,6
133.9,1975129,"Blessings from the other side",2006-01-26,125
133.90135,2300114,"Mystery of reincarnation the evidence analysis of rebirth",2006-01-26,37
133.8,2070985,"Developing your own psychic powers",2006-01-26,31
133.333,1994436,"Space clearing how to purify and create harmony in your home",2006-01-26,139
133.86,413568,"Man who saw tomorrow",2006-01-26,51
133.3,2243442,"Moms book of answers",2006-01-26,27
133.1,1998956,"other side the true story of the boy who sees ghosts",2006-01-26,8
136.76,309980,"Existential child therapy the childs discovery of himself",2006-01-26,12
133.43089,2094734,"Gypsy magic a Romany book of spells charms and furtune telling",2006-01-26,52
133.3337,1957047,"illustrated encyclopedia of Feng Shui the complete guide to the art and practice of Feng Shui",2006-01-26,68
133.2548,2140787,"Cunninghams encyclopedia of crystal gem metal magic",2006-01-26,5
133.532,2204284,"complete node book understanding your lifes purpose",2006-01-26,90
133.422,1977500,"Satan speaks",2006-01-26,22
133.90135,2057296,"Children who remember previous lives a question of reincarnation",2006-01-26,12
133.3092,1750344,"Nostradamus predictions of World War III",2006-01-26,4
131,2253541,"future is yours do something about it",2006-01-26,14
133.3092,2111134,"Nostradamus prophet of doom",2006-01-26,65
133.5,2191121,"ultimate astrologer a simple guide to calculating and interpreting birth charts for effective application in daily life",2006-01-26,40
133.6,1690634,"art of hand reading",2006-01-26,112
133.30924,350320,"Nostradamus countdown to Apocalypse",2006-01-26,10
133.12209,2038924,"Castle ghosts of Scotland",2006-01-26,90
133.8,1732945,"Small miracles extraordinary coincidences from everyday life",2006-01-26,36
133,145089,"Life and teaching of the masters of the Far East",2006-01-26,52
130,749822,"way of individuation",2006-01-26,11
133.32424,2215309,"Tarot talisman or taboo reading the world as symbol",2006-01-27,49
133.3337,2079288,"Xiaolin bo shi di xian dai jia ju feng shui kai yun shu",2006-01-27,50
133.333,1705398,"complete illustrated guide to feng shui",2006-01-27,57
133.5,2036625,"secret language of destiny a personology guide to finding your life purpose",2006-01-27,32
133.43,2280120,"Practical magic for beginners techniques rituals to focus magical energy",2006-01-27,38
133.43,1960661,"illustrated guide to Wicca",2006-01-27,24
133.93,2037440,"nature of good and evil",2006-01-27,55
133.333,1664728,"Feng shui how to achieve the most harmonious arrangement of your home and office",2006-01-27,8
133.91,2002627,"Mediums rare",2006-01-27,10
133,1351462,"Embraced by the light",2006-01-27,2
133.43,2275768,"teen book of shadows star signs spells potions and powers",2006-01-27,100
133.91,2152551,"Making contact with the other side how to enhance your own psychic powers",2006-01-27,29
133.43,116419,"witchs garden",2006-01-27,2
133,603035,"Encounters with the unknown true accounts of modern paranormal experiences",2006-01-27,7
133,2247288,"valkyries an encounter with angels",2006-01-27,141
136.78,53864,"greening of America how the youth revolution is trying to make America livable",2006-01-27,23
130,1955879,"atlas of the new age",2006-01-27,63
133.5,2177659,"Star power astrology for teens",2006-01-27,53
133,2179434,"Psychic protection creating positive energies for people and places",2006-01-27,19
133.5095,1942605,"Xing ming shu xiang ren sheng",2006-01-27,94
133.9092,2037385,"Visionseeker shared wisdom from the place of refuge",2006-01-27,6
133.442,2031614,"How to turn your boyfriend into a love slave other spells to inspire passion romance and seduction",2006-01-27,2
137.7,182493,"Diagrams of the unconscious handwriting and personality in measurement experiment and analysis",2006-01-28,6
133.4309,1981456,"Spellcasters witches and witchcraft in history folklore and popular culture",2006-01-28,8
133.3337,2048056,"Clearing the clutter for good feng shui",2006-01-28,13
133.5,731768,"parallel in astrology",2006-01-28,3
133.91,2302032,"Spirit babies how to communicate with the child youre meant to have",2006-01-28,44
133.9,1830156,"Qian shi jin sheng sheng ming lun hui di qian shi liao fa Many lives many masters",2006-01-28,40
133.8,2167814,"gift understand and develop your psychic abilities",2006-01-28,48
133.43,1854118,"Modern magick eleven lessons in the high magickal arts",2006-01-28,8
133.3354,1921660,"Feng shui astrology how to use ki energy to make your dreams come true",2006-01-28,2
133,432080,"complete crystal guidebook a practical path to self development empowerment and healing",2006-01-28,5
133.32424,1998914,"symbolism of the Tarot philosophy of occultism in pictures and numbers pen pictures of the twenty two Tarot cards",2006-01-28,8
133.442,2136098,"Silvers spells for love",2006-01-28,19
133.1,2014822,"field guide to ghosts and other apparitions",2006-01-28,27
133.5,1302983,"eagle and the lark a textbook of predictive astrology",2006-01-28,8
133.8,2305394,"Are you psychic the official guide for kids",2006-01-28,55
133,484610,"Crystal enlightenment the transforming properties of crystals and healing stones",2006-01-28,1
133.9,2147330,"Life on the other side",2006-01-28,31
133.5,1982729,"Scope out your life what your sign says about you",2006-01-28,2
133.43081,2248853,"Wizards the quest for the wizard from Merlin to Harry Potter",2006-01-28,110
133.5,1826358,"Astrologys special measurements how to expand the meaning of the horoscope",2006-01-28,6
135.3,2116934,"Dreams are letters from the soul discover the connections between your dreams and your spiritual life",2006-01-28,63
133.32424,1713264,"Tarot plain and simple",2006-01-28,63
133.58306,2225349,"Mars and sex the secrets of sexual astrology",2006-01-28,28
133.5,1788213,"Making the gods work for you the astrological language of psyche",2006-01-28,4
133.4309,2114340,"Witchcraft in Europe and the New World 1400 1800",2006-01-28,25
133,1750629,"Why people believe weird things pseudoscience superstition and other confusions of our time",2006-01-28,27
133.3,1415995,"moment of astrology origins in divination",2006-01-28,6
133.90973,348812,"spiritualists the passion for the occult in the nineteenth and twentieth centuries",2006-01-28,28
133.3242,2260223,"Its all in the cards tarot reading made easy",2006-01-28,47
133.8,2070249,"psychic reality developing your natural abilities",2006-01-28,10
133.43,2061541,"magia y tÃ‚Â£",2006-01-29,9
133.43,2293349,"witchs notebook lessons in witchcraft",2006-01-29,84
138,2277051,"CÃ‚Â  tÃ‚Â¡nh ban gÃ‚Â i qua guong mat vÃ¢Â€Â¦ cu chi",2006-01-29,53
133.9,1808115,"Fan pu gui zhen",2006-01-29,30
133.92,2321209,"perfect medium photography and the occult",2006-01-29,78
